mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_60121,CC(C)CC1C(C)C1C,2.50614,0.92919,0.79781,0.1095,96.37,-0.2552,0.0797,0.3348,1641.5851,0.250197,-353.55924,-353.547714,-353.54677,-353.595936,42.75
gdb_2782,CCN1CCC1=O,4.33236,2.10196,1.5648,3.6256,62.9,-0.2399,0.0391,0.2791,815.7186,0.137018,-325.80555,-325.798118,-325.797174,-325.837693,25.99
gdb_75160,CC1=CCC(C1)C1CC1,3.49682,0.98234,0.85777,0.265,92.0,-0.2241,0.0368,0.2609,1460.6052,0.206499,-351.165618,-351.156521,-351.155577,-351.199739,35.094
gdb_44255,O=C1CC2C1COC2=O,3.07543,1.49546,1.19453,3.4476,64.85,-0.2629,-0.0454,0.2175,1007.0983,0.113266,-457.811767,-457.804557,-457.803613,-457.844148,26.872
gdb_3286,O=C1OC2COC12,5.99381,2.68968,2.19254,4.0174,46.31,-0.2661,-0.0177,0.2484,576.5072,0.079194,-380.374978,-380.369729,-380.368784,-380.404115,19.082
gdb_83348,CC12OCC(C=C1)C2O,2.16481,2.04576,1.60366,1.6371,74.82,-0.2324,-0.0022,0.2302,949.1397,0.160148,-423.026368,-423.018688,-423.017744,-423.057791,31.575
gdb_104933,COC1(CC1(C)O)C=O,2.32496,1.40718,1.05921,2.4556,74.17,-0.2364,-0.0209,0.2155,1195.2124,0.154948,-460.145466,-460.135399,-460.134455,-460.179929,36.858
gdb_76908,CC1(C)C(O)C1C1CC1,2.30116,1.16949,1.00622,1.3548,86.88,-0.2327,0.0732,0.3059,1355.3287,0.203741,-388.264197,-388.253882,-388.252938,-388.299453,38.815
gdb_130315,c1c(c(no1)N)CC=O,3.08106,1.32159,1.01123,3.4638,68.36,-0.2303,-0.0486,0.1817,1122.1013,0.11284,-453.948942,-453.940848,-453.939904,-453.982088,29.49
gdb_41065,C1CC23C4C5C(C2N45)N13,4.10916,1.88051,1.67115,1.5383,73.51,-0.2167,0.0645,0.2811,835.905,0.138679,-380.72636,-380.720645,-380.719701,-380.756022,25.035
gdb_6482,OCC1(O)CC(O)C1,3.21575,1.59854,1.33162,1.9822,63.88,-0.247,0.0651,0.3121,970.4828,0.1524,-422.055605,-422.047064,-422.04612,-422.088135,32.553
gdb_102680,CCC(CO)OCC#C,2.59123,0.83858,0.68919,2.0964,81.99,-0.2548,0.0273,0.2821,1679.4201,0.178925,-424.176571,-424.165572,-424.164627,-424.214041,38.829
gdb_83063,NC1C2OC=NC12C#C,2.92239,1.51132,1.26997,0.9296,72.25,-0.2267,0.0003,0.227,1004.8754,0.112599,-416.752406,-416.744515,-416.743571,-416.784557,30.274
gdb_8528,CC1(O)C2C3OC2C13,4.61093,1.89491,1.62762,2.7294,63.49,-0.2281,0.0644,0.2925,807.2912,0.129013,-383.640783,-383.633924,-383.63298,-383.671282,27.437
gdb_80574,CC1N2CC(O)CC12C,2.34359,1.49383,1.26147,1.1845,81.68,-0.2125,0.0695,0.282,1142.1848,0.19417,-404.336107,-404.326877,-404.325933,-404.369382,36.047
gdb_40042,C1NC11CC2OC=NC12,3.58819,1.48608,1.25605,0.6761,71.96,-0.2422,0.0136,0.2558,1002.0045,0.138416,-417.978262,-417.971289,-417.970345,-418.00998,27.415
gdb_105862,COC12C(O)C1OC2=N,2.14636,1.66486,1.24669,1.2582,66.57,-0.2423,0.0068,0.2491,1054.1517,0.122213,-474.961953,-474.953309,-474.952365,-474.995475,31.592
gdb_133572,C1C(CC1=O)C(F)(F)F,3.66828,0.99677,0.93266,1.3663,54.95,-0.258,-0.0334,0.2246,1192.8636,0.09614,-568.207895,-568.199857,-568.198913,-568.241651,29.137
gdb_99741,CC(O)C(CO)C(C)=O,1.85529,1.39872,1.04176,2.8091,75.01,-0.2545,-0.0314,0.2231,1276.2336,0.180057,-461.382786,-461.372173,-461.371229,-461.418846,38.335
gdb_119775,CCOC1=NC(C)CC1,3.67637,0.87899,0.74184,0.799,85.54,-0.241,0.0389,0.28,1617.7194,0.194248,-404.386027,-404.376328,-404.375383,-404.421131,35.564
gdb_49987,O=CC1OC11CC(=O)C1,3.96567,0.92204,0.84809,1.0663,67.91,-0.2609,-0.0564,0.2045,1318.2748,0.108802,-457.75107,-457.742793,-457.741848,-457.784921,30.034
gdb_105121,CCC1(CC1C#N)C#C,2.35986,1.21447,0.96024,3.7582,84.39,-0.264,0.005,0.2689,1277.9347,0.145626,-364.788874,-364.779327,-364.778383,-364.823216,35.149
gdb_58012,CN(C)C(=O)CCC=O,4.08373,0.68913,0.60588,4.7977,79.7,-0.2459,-0.0186,0.2273,1811.6561,0.16764,-440.323638,-440.312649,-440.311705,-440.361739,36.641
gdb_131041,c1nc(=O)n(nn1)C=O,2.91145,1.72886,1.08473,1.4888,60.81,-0.2819,-0.1364,0.1456,976.5017,0.065546,-484.860407,-484.853314,-484.85237,-484.892916,24.558
gdb_64017,CC1(C)OC=NC1(C)C,1.99905,1.73382,1.5203,1.717,81.03,-0.2423,0.0269,0.2692,1071.6805,0.192769,-404.382372,-404.37289,-404.371946,-404.415582,37.465
gdb_110340,CCN1C2C1C(=O)C2O,3.03539,1.18303,1.02702,1.7829,73.23,-0.233,-0.0289,0.2041,1220.2227,0.145742,-439.042406,-439.033367,-439.032423,-439.076724,32.955
gdb_105910,COC12C(C)N3C1CC23,2.16837,1.86593,1.23479,1.6841,79.48,-0.2393,0.0866,0.3259,1092.205,0.169995,-403.047482,-403.038892,-403.037948,-403.080699,32.533
gdb_31139,CCc1c(c[nH]c1O)O,1.97947,1.67692,0.97173,1.9251,74.76,-0.171,0.0448,0.2158,1207.7498,0.146139,-439.11601,-439.106007,-439.105063,-439.150985,35.973
gdb_102614,CCC(CC)NC(=O)N,1.67098,1.27933,0.86035,3.3897,82.97,-0.2412,0.0596,0.3008,1482.7549,0.204757,-421.664031,-421.652764,-421.651819,-421.701209,40.575
gdb_122205,C1C(CO1)(CCCO)O,3.59335,0.72104,0.687,1.0851,75.07,-0.2522,0.0602,0.3124,1695.1868,0.180266,-461.330522,-461.32026,-461.319316,-461.36673,36.655
gdb_12337,OC1C=CCOC1=N,3.21896,2.24874,1.40091,3.2855,63.5,-0.2599,-0.004,0.2559,849.3047,0.119798,-399.809232,-399.802213,-399.801269,-399.840621,26.654
gdb_72977,NC1(C#N)C2CCC12O,2.68938,1.51373,1.20756,3.5414,73.82,-0.2641,0.0274,0.2915,1056.7234,0.135707,-417.980037,-417.971314,-417.97037,-418.012903,33.137
gdb_58292,CC(O)C(O)CC(C)=O,2.96101,0.84289,0.77093,2.4995,75.83,-0.2433,-0.0083,0.235,1586.1469,0.177968,-461.382937,-461.371716,-461.370771,-461.42021,39.87
gdb_49328,O=CC1C(=O)NC11CC1,2.12817,1.71417,1.08403,3.3149,71.31,-0.2516,-0.0336,0.218,1098.2137,0.122603,-437.89295,-437.884473,-437.883529,-437.926763,30.814
gdb_50426,O=CC1OC=NC1C=O,2.2001,1.94802,1.19759,3.4708,62.99,-0.2507,-0.0493,0.2015,984.8091,0.099642,-473.837475,-473.829538,-473.828594,-473.871413,27.42
gdb_121715,C(CC(=O)NC=N)CO,6.7314,0.55516,0.51778,6.2286,76.67,-0.24,-0.011,0.229,2056.0314,0.157595,-456.36501,-456.354368,-456.353424,-456.402923,35.895
gdb_114978,CCC1CC=CC(=O)O1,2.62008,1.31693,0.91664,4.7169,78.43,-0.2609,-0.0441,0.2168,1282.5912,0.159659,-423.083287,-423.074699,-423.073755,-423.11676,32.164
gdb_81885,CC1C(O)C2(CN12)C=O,2.94675,1.31498,1.09768,1.739,73.83,-0.2471,-0.0341,0.213,1142.3998,0.145882,-439.048484,-439.039488,-439.038544,-439.08212,33.115
gdb_113771,OCC1NC1C(O)C=O,3.95879,0.79513,0.71918,1.3053,69.97,-0.2562,-0.0387,0.2175,1539.2379,0.145449,-476.186297,-476.176534,-476.17559,-476.222103,34.374
gdb_40672,C1CC1C1OC11COC1,4.20356,1.04728,0.94944,1.9547,75.44,-0.2511,0.0722,0.3233,1275.0422,0.158659,-422.964819,-422.956505,-422.95556,-422.998279,31.13
gdb_92493,CC12COC1CC(O)C2,2.51493,1.59707,1.4142,2.6624,76.84,-0.252,0.0716,0.3237,1046.1883,0.184047,-424.229616,-424.221522,-424.220578,-424.261687,32.803
gdb_21715,C(c1c(onn1)N)N,3.56552,1.91404,1.30316,5.1498,61.62,-0.2168,-0.0097,0.2071,887.5045,0.108369,-412.017315,-412.009882,-412.008938,-412.048846,27.599
gdb_116802,CCN=COCC(C)C,4.60072,0.55495,0.51952,2.6232,91.6,-0.2426,0.0301,0.2726,2250.8991,0.21437,-405.555722,-405.544177,-405.543233,-405.594258,40.542
gdb_88697,CC1CC1C1OC1C#C,3.39875,0.97449,0.83674,1.7719,83.2,-0.2526,0.022,0.2746,1414.223,0.156872,-385.820185,-385.810871,-385.809927,-385.85488,34.629
gdb_54448,[O-]C(=O)C12CC1C(=[NH2+])N2,2.74665,1.56315,1.22886,9.1712,69.01,-0.2087,-0.0464,0.1623,1006.6617,0.111664,-453.909132,-453.90088,-453.899936,-453.942195,30.731
gdb_119449,OCCC12CC(=O)C1N2,4.84786,0.80114,0.75633,3.1148,73.74,-0.2426,-0.0214,0.2213,1486.4588,0.14675,-439.05373,-439.044824,-439.043879,-439.088171,32.443
gdb_131759,OCC1=NOC=CC1=N,2.60663,1.54929,0.97754,4.3447,72.66,-0.2496,-0.0576,0.192,1128.6567,0.112547,-453.915354,-453.907155,-453.906211,-453.950182,29.447
gdb_16006,C1OC11CCC=CC1,3.74222,1.90498,1.50886,1.7078,72.63,-0.2403,0.0281,0.2685,882.88,0.155345,-347.803944,-347.796976,-347.796032,-347.834923,27.603
gdb_993,c1c(c(co1)N)N,3.9698,3.17387,1.77495,1.5036,55.75,-0.1911,0.0401,0.2312,667.5396,0.103842,-340.645995,-340.639435,-340.63849,-340.676096,24.742
gdb_60484,CC(O)COCCC#C,4.94602,0.5603,0.55509,1.6616,82.2,-0.2617,0.0491,0.3108,2039.2824,0.179024,-424.185956,-424.174991,-424.174047,-424.223223,38.805
gdb_63746,CC1(CC2(O1)CCC2)C,3.52483,1.12275,1.01349,1.3944,85.86,-0.2347,0.0763,0.311,1310.3889,0.204361,-388.28547,-388.276098,-388.275154,-388.319595,36.542
gdb_7619,CC(=O)C1CC(=N)O1,4.75885,1.36306,1.21189,0.7817,62.97,-0.2553,-0.0326,0.2228,987.909,0.117201,-399.816678,-399.808734,-399.80779,-399.850027,28.055
gdb_16703,CC1OC2CC1C2O,3.64586,1.83823,1.62357,0.7394,67.14,-0.2291,0.0702,0.2994,867.7888,0.154646,-384.913589,-384.906417,-384.905473,-384.944461,28.657
gdb_11915,CC1OCC2(CC2)O1,4.49352,1.58577,1.35489,0.9993,68.37,-0.2454,0.0896,0.335,962.1671,0.153398,-384.931974,-384.924238,-384.923293,-384.964373,29.025
gdb_39238,C1C2CCC3OC3CN12,2.88313,1.60438,1.18825,1.3377,77.96,-0.2283,0.0787,0.3071,1069.3192,0.17374,-403.106504,-403.09917,-403.098226,-403.138035,29.975
gdb_57891,CC(C)C(=O)C1CC1O,3.08907,1.04026,0.88222,3.2036,80.81,-0.24,-0.0222,0.2178,1398.6036,0.180334,-424.241118,-424.231171,-424.230227,-424.276511,36.88
gdb_15791,CC(NC=O)C1CO1,3.40963,1.40959,1.15424,2.4143,65.62,-0.2525,0.0287,0.2812,1054.3497,0.141378,-401.004434,-400.995966,-400.995021,-401.038322,29.973
gdb_44119,N=C1OC2C(O1)C2C#N,2.7261,1.66756,1.35988,5.9957,63.28,-0.2717,0.0073,0.279,933.8678,0.090075,-452.744831,-452.737859,-452.736915,-452.776718,25.947
gdb_65233,CC1(CN1)C1COC1=O,2.90533,1.23127,1.11027,3.4386,71.29,-0.2579,0.0076,0.2655,1157.7757,0.147777,-439.08365,-439.075152,-439.074207,-439.117474,31.399
gdb_128049,CN=COc1cnon1,7.12978,0.76738,0.69593,1.9071,69.62,-0.2725,-0.0549,0.2176,1534.5719,0.099589,-469.948194,-469.940003,-469.939059,-469.983175,27.972
gdb_32361,COc1cnc(=O)oc1,5.08642,1.06298,0.8842,6.4738,68.36,-0.2399,-0.0781,0.1618,1228.1317,0.100705,-473.853802,-473.846087,-473.845143,-473.886645,27.91
gdb_6459,CC1(CC(=O)C1)CO,3.56469,1.40805,1.2533,3.0958,68.32,-0.2386,-0.0164,0.2222,1023.0107,0.151322,-384.947906,-384.939262,-384.938317,-384.981124,32.083
gdb_53846,CC(=O)C(=N)NCC#C,3.42975,0.89235,0.81248,1.7934,76.32,-0.2437,-0.0517,0.1919,1445.5152,0.133095,-417.995288,-417.985168,-417.984224,-418.031825,35.382
gdb_67843,OC12C=CCC1C1CC21,2.29054,2.04047,1.52907,1.5098,78.77,-0.2354,0.0199,0.2553,952.2961,0.160634,-385.86522,-385.857941,-385.856997,-385.896334,30.521
gdb_86309,CC1OC(C)C11CCO1,2.07447,1.62407,1.17623,2.2269,78.23,-0.2434,0.0733,0.3167,1165.244,0.18101,-424.202441,-424.193178,-424.192234,-424.236694,34.482
gdb_47641,C1C=CC=CC(=O)CO1,2.68785,1.51684,1.05187,4.0094,81.47,-0.2379,-0.0678,0.1701,1119.4594,0.136872,-421.83209,-421.824261,-421.823317,-421.864723,29.587
gdb_23801,FC1=CC(=O)NN=N1,4.20078,1.89568,1.30622,0.1837,52.25,-0.2747,-0.093,0.1817,800.522,0.061158,-454.746596,-454.740799,-454.739855,-454.776767,21.335
gdb_10539,CCCC1(CO1)C#C,2.94846,1.40305,1.06801,1.6257,74.28,-0.2602,0.026,0.2862,1156.5092,0.150988,-347.753387,-347.744404,-347.74346,-347.787172,32.665
gdb_40040,C1CC11CC2OC=NC12,3.56377,1.47076,1.24848,1.5345,75.48,-0.2427,0.0194,0.2621,1028.7928,0.149607,-401.936379,-401.929229,-401.928285,-401.968286,28.337
gdb_114146,CCC1CC2(OC12)C#N,5.05614,0.89784,0.83144,4.4929,78.34,-0.2761,-0.0026,0.2736,1398.4072,0.146804,-401.927399,-401.918741,-401.917796,-401.960953,32.059
gdb_28110,Cc1cc2c(o1)nc[nH]2,5.26751,1.30239,1.05103,3.9603,75.81,-0.193,0.0082,0.2012,1087.6982,0.115428,-416.85508,-416.847998,-416.847053,-416.886512,27.164
gdb_81603,CC1C2CC1N2CC#N,4.61847,0.91949,0.87591,4.7087,81.55,-0.2393,0.0282,0.2675,1371.0731,0.159361,-382.001577,-381.993178,-381.992234,-382.035095,31.886
gdb_97421,CN=COC1COC1C,3.99498,0.78757,0.70528,2.7652,80.48,-0.2528,0.0197,0.2725,1646.0168,0.168596,-440.259788,-440.249861,-440.248917,-440.296124,34.666
gdb_17620,CN(C)C(=O)N1CC1,3.74269,1.6159,1.23277,2.8971,70.64,-0.2333,0.0406,0.2739,1014.3272,0.15318,-381.124234,-381.115276,-381.114332,-381.158273,31.097
gdb_78507,CN1C2C3(C)CC1C23O,2.51966,1.57657,1.30446,0.5807,79.58,-0.2011,0.0746,0.2757,1083.8469,0.169874,-403.074568,-403.065868,-403.064924,-403.107186,34.091
gdb_106227,CC1C2OC=NC12CO,2.6658,1.47943,1.21698,1.8535,71.16,-0.2449,0.0056,0.2505,1081.716,0.14785,-439.077941,-439.069471,-439.068526,-439.111158,31.567
gdb_65401,OC1(CC1C=O)C1CC1,3.36666,0.96463,0.92033,4.3969,78.35,-0.2388,-0.0131,0.2257,1347.9488,0.157247,-423.005174,-422.996057,-422.995113,-423.039312,34.228
gdb_42700,O=C1C2C3CN4C3C1C24,4.32895,1.65115,1.52138,2.2481,71.0,-0.2401,-0.0132,0.2269,869.1025,0.127483,-400.693293,-400.687563,-400.686619,-400.723269,24.285
gdb_25677,CC#Cc1cnccn1,5.83596,0.85154,0.74657,1.2751,90.15,-0.2425,-0.0556,0.1869,1480.3777,0.113758,-379.697823,-379.689697,-379.688753,-379.732489,28.432
gdb_54230,CC1(CNC1=O)C(N)=O,2.28201,1.54058,1.29636,1.6779,68.99,-0.2456,0.0105,0.2561,1050.3495,0.135969,-455.207927,-455.198846,-455.197902,-455.241801,33.261
gdb_110190,COC1C(CC1=O)C=O,2.50674,1.20451,0.88938,1.8346,71.69,-0.2376,-0.0361,0.2015,1289.9475,0.132533,-458.962077,-458.952723,-458.951779,-458.99724,32.332
gdb_16253,OC1CCOC11CC1,3.03231,2.14139,1.57732,2.4012,67.98,-0.225,0.0681,0.293,867.9348,0.154185,-384.92495,-384.917415,-384.916471,-384.957032,29.17
gdb_121852,CCN=C(C)OCCO,3.29173,0.7187,0.62518,2.192,83.23,-0.2472,0.0276,0.2748,1855.5995,0.191319,-441.49222,-441.480855,-441.479911,-441.531298,38.985
gdb_78289,CC1C2C1C1(C)OC21C,2.80492,1.33502,1.07738,1.7816,83.31,-0.2173,0.0742,0.2915,1235.1879,0.179685,-387.03563,-387.026325,-387.02538,-387.068865,36.068
gdb_127172,CN(C=N)c1cnon1,4.3318,1.09712,0.8803,2.4533,71.91,-0.2394,-0.0494,0.19,1233.4019,0.113214,-450.081739,-450.073613,-450.072668,-450.115244,28.713
gdb_131290,C(=O)n1c(=O)oc(n1)O,2.80522,1.47985,0.96878,3.9519,55.65,-0.2655,-0.0452,0.2203,1074.1431,0.06548,-525.871829,-525.864525,-525.86358,-525.904006,25.894
gdb_11150,C#CC1=CCC(=O)C1,5.94726,1.28381,1.06975,2.2653,73.35,-0.2408,-0.0318,0.209,1033.2167,0.105875,-345.408733,-345.40143,-345.400486,-345.440552,27.247
gdb_132092,CC1=C(F)N=CC(=N)N1,3.01516,1.42002,0.97122,2.2179,76.4,-0.2005,-0.0613,0.1391,1131.4602,0.113072,-458.130091,-458.122222,-458.121278,-458.162651,29.491
gdb_11135,CCC1CC(CO)O1,3.58485,1.23273,1.05082,2.5687,71.41,-0.2462,0.0716,0.3177,1195.2419,0.176536,-386.127953,-386.119076,-386.118132,-386.162097,32.257
gdb_110357,CCN1C2C1C(O)C2O,3.19206,1.111,0.98098,1.8643,75.36,-0.2262,0.0535,0.2798,1281.9466,0.169998,-440.224616,-440.215473,-440.214528,-440.258548,34.672
gdb_23354,CC(=NO)C1CC2NC12,3.98943,0.97867,0.9173,1.9561,79.96,-0.2267,0.0162,0.2429,1317.8284,0.158852,-419.119618,-419.110775,-419.109831,-419.153639,33.326
gdb_92722,CN1CC=C(C)C1C=O,2.08071,1.6033,0.98288,2.6612,82.92,-0.2123,-0.0275,0.1847,1238.0995,0.168786,-403.160487,-403.150801,-403.149857,-403.195541,34.63
gdb_104326,OCC1(O)COC2CC12,3.01477,1.2918,1.21571,3.3336,70.11,-0.2264,0.0573,0.2837,1103.4312,0.159102,-460.137108,-460.128645,-460.127701,-460.169858,33.126
gdb_90558,CC1CC2C(NC=O)C12,2.82119,1.17787,1.02086,3.7521,80.52,-0.2412,0.0293,0.2705,1249.6046,0.17117,-403.143231,-403.134305,-403.133361,-403.177879,33.316
gdb_83922,CC1C2CCCC12C=O,2.34424,1.41393,1.17334,3.2442,83.73,-0.2419,-0.0111,0.2308,1170.8172,0.183233,-387.113304,-387.104418,-387.103474,-387.146887,33.459
gdb_98869,CNC(=O)N1CCC=C1,4.17214,1.02858,0.84269,3.0903,81.96,-0.1989,0.0148,0.2137,1377.1497,0.160338,-419.254477,-419.245129,-419.244184,-419.289532,33.016
gdb_120608,CCCC1NC1(C)C=O,3.3648,0.78592,0.69965,2.2094,85.61,-0.2537,-0.0322,0.2215,1702.0208,0.191963,-404.35039,-404.339776,-404.338831,-404.386719,37.707
gdb_26744,c1nc(c(n1C=O)O)O,3.48506,1.3008,0.94724,2.6416,63.5,-0.2028,-0.0475,0.1553,1118.7362,0.088748,-489.926105,-489.917788,-489.916844,-489.959109,29.362
gdb_94626,CC1CCC1CCC#C,3.73425,0.73788,0.66147,0.8964,92.09,-0.2555,0.0583,0.3138,1754.9045,0.20447,-351.118614,-351.108495,-351.107551,-351.154119,37.864
gdb_42221,O=C(C#N)C1C2CN1C2,3.55513,1.2284,1.05317,4.3887,71.29,-0.2596,-0.0971,0.1625,1118.388,0.112933,-416.731127,-416.723526,-416.722581,-416.764433,27.644
gdb_47816,O=C1COCOC2CC12,2.15683,2.05735,1.20875,3.4666,68.55,-0.2462,-0.0321,0.2141,1013.8929,0.136725,-458.949709,-458.94214,-458.941196,-458.98218,28.888
gdb_106565,OCC12CC(C1O)C2O,2.04206,1.59283,1.27967,3.9674,71.43,-0.2467,0.0542,0.301,1087.2866,0.158529,-460.097328,-460.088392,-460.087448,-460.130533,34.42
gdb_24582,c1c([nH]cn1)C2CCC2,4.81035,0.99603,0.88972,3.765,81.92,-0.2126,0.0328,0.2454,1324.4043,0.16266,-382.100165,-382.092365,-382.091421,-382.133635,29.658
gdb_107234,CC12NC1C1NC21CO,2.92578,1.40659,1.09631,2.3995,75.35,-0.1952,0.0547,0.25,1137.535,0.15831,-419.090613,-419.081822,-419.080877,-419.123897,33.658
gdb_131413,C1CC1c2nc(no2)O,5.72536,0.99646,0.90932,3.5612,68.63,-0.253,-0.016,0.237,1247.7544,0.113785,-453.942623,-453.935148,-453.934204,-453.975168,27.904
gdb_119322,C1C(CO1)(CCO)C=O,2.39051,1.07994,0.88385,2.4324,72.03,-0.2559,-0.0322,0.2237,1355.0923,0.156889,-460.136241,-460.12645,-460.125506,-460.172079,33.96
gdb_4396,CC1=NC=NC(=N)O1,3.98662,2.06377,1.37136,2.5544,63.81,-0.2565,-0.0727,0.1839,844.4523,0.096582,-394.822731,-394.815855,-394.814911,-394.854306,24.47
gdb_66793,OC12C3C4C3N3C(C13)C24,3.0078,2.28362,1.86354,1.5449,68.79,-0.2296,0.0624,0.292,783.346,0.126265,-400.665022,-400.659201,-400.658256,-400.694736,25.514
gdb_32833,Cc1coc(n1)CCO,4.29824,0.83206,0.70624,0.9115,74.96,-0.2289,0.013,0.2419,1571.6826,0.147089,-439.124459,-439.115144,-439.114199,-439.159748,32.711
gdb_80076,OC1C2C=CC3CC3C12,2.46858,1.83103,1.54791,1.4546,79.57,-0.2252,0.0096,0.2347,957.4756,0.16192,-385.868066,-385.86079,-385.859846,-385.899324,30.297
gdb_96894,CN=C1NC2(C)CC12O,2.66468,1.30704,1.04765,2.6041,80.7,-0.214,0.0187,0.2327,1226.3739,0.157188,-419.166151,-419.156531,-419.155587,-419.200472,35.445
gdb_60086,CC(C)CC1(CC1)C=O,2.21051,1.14954,0.95705,2.7153,86.78,-0.2474,-0.0154,0.2321,1394.1105,0.203475,-388.303388,-388.29306,-388.292115,-388.338811,38.433
gdb_129678,c1c(c([nH]n1)N)NC=O,3.11222,1.27613,0.90948,6.3671,71.28,-0.2123,0.01,0.2223,1195.0196,0.115105,-450.160849,-450.152611,-450.151667,-450.194069,29.949
gdb_25027,O=C1NC(=CO1)C1CO1,4.34908,1.07985,0.91788,4.8377,64.89,-0.2219,0.002,0.2239,1198.0376,0.101588,-473.847983,-473.840606,-473.839662,-473.880433,27.243
gdb_65834,CC1(CNC(=O)O1)C#N,3.10949,1.22143,1.16202,4.9832,65.87,-0.283,-0.0046,0.2784,1092.193,0.113005,-454.008169,-453.999982,-453.999038,-454.041126,29.963
gdb_114334,CC1C2CC(CO)OC12,3.00836,1.13468,1.07272,2.4987,77.99,-0.2417,0.0768,0.3185,1244.7896,0.183128,-424.213197,-424.204331,-424.203387,-424.246943,33.836
gdb_3698,Cc1nc([nH]n1)O,7.3446,2.16655,1.69055,1.6812,51.28,-0.2365,0.0333,0.2697,694.5726,0.091918,-356.733974,-356.727706,-356.726762,-356.763948,22.679
gdb_46520,C1CC12CNC(=O)NC2,3.69913,1.22045,1.06018,4.2168,75.86,-0.2342,0.0628,0.297,1163.8293,0.162325,-419.246605,-419.238461,-419.237517,-419.279376,31.567
gdb_70917,CC12CC3(C1)N=COC23,3.63776,1.55894,1.34188,1.9113,75.84,-0.2518,0.0063,0.2581,988.1826,0.149137,-401.880507,-401.873522,-401.872578,-401.911439,28.762
gdb_119765,C1CC(=O)C=C1CCO,4.64515,0.73941,0.67504,4.1304,80.8,-0.2324,-0.0394,0.193,1638.8446,0.15885,-423.064893,-423.055566,-423.054622,-423.100543,33.163
gdb_38158,C1C2C=CCC3CC12C3,2.40731,2.09407,1.41467,0.3734,87.71,-0.234,0.0193,0.2533,991.2455,0.185718,-349.920628,-349.913543,-349.912599,-349.951516,30.479
gdb_68629,OC12CN(CC1)C2C#C,2.46954,1.63962,1.35971,2.0529,77.18,-0.2277,0.0253,0.2531,1014.99,0.14818,-401.876573,-401.868678,-401.867734,-401.908482,31.842
gdb_106326,COC12CC(C)C1C2C,2.68881,1.2238,1.02784,0.9366,86.39,-0.2339,0.0838,0.3177,1306.9958,0.204236,-388.253801,-388.243832,-388.242888,-388.288294,37.512
gdb_72524,OC12CCC(NC1)C2=O,2.25112,1.82515,1.66027,1.5264,70.2,-0.2218,-0.0233,0.1986,937.5007,0.150011,-439.097924,-439.09029,-439.089346,-439.129736,30.259
gdb_60200,CC(C)CC1OC1C=O,3.42919,0.75177,0.67709,2.7841,81.12,-0.2591,-0.0403,0.2189,1714.3494,0.17921,-424.220847,-424.210559,-424.209615,-424.257452,36.674
gdb_88454,OC1CC1C1(O)CC1O,2.90934,1.17803,1.02905,3.695,72.38,-0.2186,0.0568,0.2754,1216.0505,0.15668,-460.109961,-460.100495,-460.099551,-460.144095,36.104
gdb_68430,NC12CN(C1)CC2C#N,2.67443,1.61711,1.25064,4.6122,75.57,-0.2389,0.0278,0.2666,1029.0104,0.150609,-398.102466,-398.094796,-398.093852,-398.134379,30.484
gdb_73098,CC12CC(=O)OC1CO2,2.96933,1.48978,1.24017,3.824,67.61,-0.2619,0.0081,0.2699,1036.8086,0.135868,-458.998785,-458.991037,-458.990093,-459.031268,29.485
gdb_48752,O=CC12CC1N=COC2,3.15338,1.43783,1.16847,1.762,71.17,-0.2445,-0.0313,0.2132,1038.7675,0.125241,-437.892783,-437.885186,-437.884241,-437.925282,28.232
gdb_72237,CC12OCC3CC1(O)C23,2.4893,1.98308,1.35747,0.4396,74.45,-0.2165,0.0726,0.2891,985.5743,0.159378,-422.999164,-422.991256,-422.990312,-423.030908,31.784
gdb_84018,CN1C2CCOCC12C,2.1694,1.62268,1.41278,1.1438,82.09,-0.2156,0.085,0.3005,1095.5024,0.195044,-404.327291,-404.318431,-404.317487,-404.360106,34.621
gdb_28053,Cc1cc(c[nH]1)OC=O,5.04161,0.84943,0.75191,5.8769,74.39,-0.213,0.0069,0.2199,1460.7949,0.123753,-437.944043,-437.935256,-437.934312,-437.979037,30.94
gdb_24505,c1cnc2c(n1)[nH]cn2,4.03965,1.81529,1.25247,3.6183,72.78,-0.2456,-0.0571,0.1885,897.0873,0.094869,-411.870658,-411.865009,-411.864065,-411.900561,22.703
gdb_20818,CCc1cnncn1,5.03328,1.5308,1.2779,3.3109,68.68,-0.2356,-0.0697,0.1659,949.6333,0.120416,-358.860811,-358.853714,-358.85277,-358.893076,25.373
gdb_63734,CC1(C(=O)C2(O1)CC2)C,2.64724,1.35245,1.22121,1.2419,77.82,-0.2429,-0.0255,0.2175,1144.3449,0.155895,-423.024192,-423.014817,-423.013873,-423.058143,34.855
gdb_12111,OC1(CC1)CC1OC1,4.67625,1.31456,1.21512,2.8664,68.18,-0.2372,0.0793,0.3165,1043.451,0.152796,-384.900175,-384.892183,-384.891238,-384.932668,30.426
gdb_9197,C#CCOC(=O)CN,7.37438,0.88198,0.79873,1.2786,64.79,-0.2493,0.0081,0.2574,1361.9612,0.116539,-399.783886,-399.774677,-399.773732,-399.819449,31.004
