mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_35287,N#CC1NC1CC1CC1,3.38608,0.88215,0.79575,4.7603,80.56,-0.2692,0.0164,0.2857,1475.1538,0.159816,-382.042306,-382.033431,-382.032486,-382.077012,32.608
gdb_50975,O=CCC(NC=O)C#N,1.82509,1.29788,0.83743,1.3884,68.05,-0.272,-0.0459,0.2261,1314.6205,0.110301,-453.982606,-453.973,-453.972055,-454.01938,31.814
gdb_71846,CC12NC3C=CC1OC23,2.82836,1.95573,1.66423,1.3045,74.99,-0.2228,0.0,0.2229,893.8878,0.149322,-401.891882,-401.885052,-401.884107,-401.922533,28.791
gdb_72764,OC12CNC1=CC(=O)C2,3.27571,1.42735,1.18699,3.9975,73.85,-0.2286,-0.0261,0.2026,1032.9378,0.12507,-437.878822,-437.871284,-437.87034,-437.910621,29.675
gdb_99405,CCC(=NC)N(C)C=O,1.7544,1.4175,0.98647,2.2735,83.31,-0.2509,-0.009,0.2419,1330.5239,0.180479,-420.4331,-420.422382,-420.421437,-420.469072,37.646
gdb_56743,CC(C#N)C12CC(C1)C2,2.81156,1.31433,1.08057,3.9011,83.1,-0.2999,0.0375,0.3375,1183.5506,0.171791,-365.986213,-365.977735,-365.976791,-366.019646,32.452
gdb_102865,C(C=O)C(CC=O)CO,3.07611,0.85187,0.70655,4.9485,73.38,-0.2558,-0.0479,0.2079,1547.3282,0.155746,-460.175471,-460.165336,-460.164392,-460.211972,35.015
gdb_114449,CCC1OC2C3OC2C13,4.69253,1.14016,1.07,1.6042,74.36,-0.235,0.0693,0.3043,1178.5969,0.159508,-422.961166,-422.953611,-422.952666,-422.993357,29.804
gdb_53491,CC#CCC(C)(O)C=O,3.59516,0.78772,0.75406,3.2304,80.98,-0.2505,-0.0287,0.2218,1587.0011,0.153943,-423.017223,-423.005944,-423.005,-423.056191,38.379
gdb_130164,NC1=NNC(O)=NC1=N,3.31648,1.46886,1.01851,2.0604,69.86,-0.2077,-0.0168,0.1909,1073.0877,0.103822,-466.220886,-466.213216,-466.212272,-466.252802,29.719
gdb_8678,CCC(C)(OC)C#N,2.45918,1.71063,1.3478,3.3447,71.92,-0.2793,0.0239,0.3032,1033.9485,0.162712,-365.073818,-365.064025,-365.06308,-365.107975,34.787
gdb_29433,c1c(nc([nH]1)NC=O)O,5.62501,0.99349,0.84436,2.2176,68.82,-0.193,-0.0139,0.1791,1254.9407,0.102984,-470.075283,-470.067602,-470.066658,-470.107586,28.734
gdb_128304,CNc1nnc(o1)NC,6.52617,0.87813,0.78398,4.2042,73.43,-0.1952,0.041,0.2362,1456.8034,0.136562,-451.333216,-451.32396,-451.323015,-451.367615,32.364
gdb_85287,CC1OC(=N)C2NC12C,2.50967,1.602,1.18685,3.9711,77.67,-0.2435,0.0206,0.2641,1102.8359,0.159793,-419.212639,-419.204144,-419.2032,-419.245373,32.747
gdb_14499,OC1(C#C)C2CC1C2,3.7837,2.00096,1.55055,1.1042,71.14,-0.253,0.0359,0.289,836.7539,0.129837,-346.511987,-346.504825,-346.503881,-346.542838,28.625
gdb_33556,C#CC1(COC=N1)C#C,2.18897,1.67708,1.21693,1.607,73.64,-0.2634,0.0036,0.267,1036.9137,0.099004,-399.475279,-399.466944,-399.466,-399.508772,30.588
gdb_41971,C1CC2COCC3C1N23,2.49228,2.05371,1.64317,0.4379,76.66,-0.2203,0.0817,0.302,922.7674,0.175496,-403.13426,-403.127463,-403.126519,-403.165212,28.228
gdb_73708,OC12CCCC3C1CC23,2.65319,1.89834,1.32371,1.5205,81.7,-0.2505,0.0776,0.3281,1016.5669,0.185504,-387.060163,-387.052877,-387.051933,-387.091245,31.055
gdb_12198,CC1CC(C#N)C1O,4.22794,1.44279,1.24416,3.6356,69.13,-0.2777,0.0213,0.299,997.0788,0.141967,-363.870551,-363.862333,-363.861389,-363.903093,30.244
gdb_93782,CC1CC(=O)C(C)CO1,2.34845,1.39743,1.07134,1.8593,79.13,-0.2374,-0.0147,0.2227,1221.4869,0.182365,-424.264096,-424.254965,-424.254021,-424.297789,34.633
gdb_37468,C1OC2C3OC3C3C1C23,2.79008,2.19736,1.83445,2.765,68.7,-0.2353,0.058,0.2932,818.4082,0.139249,-421.78585,-421.779944,-421.779,-421.81581,25.332
gdb_110196,OCC1C(OC1=N)C=O,2.96363,1.1286,0.90738,2.6302,67.83,-0.2696,-0.0467,0.2228,1252.5419,0.12292,-475.016112,-475.00741,-475.006466,-475.050336,30.761
gdb_109073,CCC1=CC2COC1O2,3.54103,1.23232,1.18636,1.7656,76.04,-0.2375,0.0067,0.2443,1146.1934,0.160541,-423.021837,-423.014031,-423.013087,-423.054573,30.186
gdb_50264,O=CC1OC2CC(C2)O1,4.00464,1.21853,1.13139,4.0093,68.37,-0.2503,-0.035,0.2153,1096.5843,0.136011,-458.938616,-458.93116,-458.930216,-458.971179,28.531
gdb_69864,CC12CC1N1CC21C#C,2.68198,1.69128,1.20004,1.6876,83.12,-0.217,0.018,0.235,1057.5684,0.145718,-364.694184,-364.685877,-364.684933,-364.726506,33.04
gdb_122174,CN1CC1(C)CCCO,3.06931,0.71627,0.69521,1.3231,86.87,-0.2198,0.0817,0.3015,1785.4234,0.215033,-405.517243,-405.506114,-405.505169,-405.553981,40.278
gdb_53921,CC(C#C)(C#C)C(=O)N,1.77729,1.6086,1.27611,3.0563,77.09,-0.2464,0.0126,0.259,1104.4986,0.120006,-400.709522,-400.699348,-400.698404,-400.744522,37.249
gdb_454,C1COC(=O)N1,7.85701,3.72703,2.64004,4.8739,42.52,-0.2632,0.052,0.3152,473.1926,0.087482,-322.47672,-322.471693,-322.470748,-322.505169,17.739
gdb_86458,CC1CN(C)CC(=O)O1,1.92985,1.67196,0.94047,4.4757,76.89,-0.2313,0.0155,0.2468,1267.484,0.170768,-440.320258,-440.311256,-440.310312,-440.353972,33.608
gdb_88818,CC1CC1C1CCC1C,2.8525,1.05239,0.85881,0.1063,93.3,-0.2542,0.0829,0.3371,1480.3055,0.229038,-352.339834,-352.329936,-352.328992,-352.374791,37.923
gdb_129310,N=C1ON=NC(=N)C=C1,3.51804,1.452,1.10883,1.3796,76.45,-0.2681,-0.1093,0.1589,1022.8021,0.08827,-448.86089,-448.853365,-448.852421,-448.89323,27.822
gdb_101517,CCN(C)CC#CC=O,5.89276,0.52889,0.51123,3.9778,89.2,-0.2295,-0.0595,0.17,2152.009,0.167567,-403.109643,-403.098769,-403.097824,-403.147166,36.973
gdb_24190,C1C2CC1C1=C2NC=C1,4.00074,1.55754,1.35118,1.7543,82.73,-0.1745,0.0509,0.2254,976.3054,0.152193,-364.8001,-364.793607,-364.792663,-364.831051,27.314
gdb_83054,CC1C2NC=NC12C#N,2.7003,1.53496,1.26392,6.1824,74.22,-0.2461,-0.0016,0.2445,1027.138,0.125389,-396.939153,-396.931117,-396.930173,-396.971653,30.1
gdb_30487,CN=C1NC=NC(C)=C1,3.88519,1.12957,0.88479,2.2774,87.36,-0.2056,-0.0285,0.1772,1316.1985,0.148757,-398.177923,-398.169285,-398.168341,-398.211165,31.987
gdb_129581,NC(N)=[NH+]C1=N[N-]N=N1,5.27092,1.07176,0.89117,13.3814,68.06,-0.2231,-0.0251,0.198,1199.7995,0.102338,-462.350448,-462.342531,-462.341587,-462.383091,29.055
gdb_86270,CC1CC(O)C1(N)C#N,1.78119,1.64961,1.14655,5.0192,76.03,-0.2549,0.0176,0.2725,1164.0517,0.158394,-419.202768,-419.193058,-419.192113,-419.236822,36.216
gdb_120342,CCOC1C=CC2CC12,3.83955,0.9992,0.88743,0.7789,84.8,-0.2294,0.0124,0.2418,1397.7509,0.182723,-387.077696,-387.068911,-387.067967,-387.111855,33.233
gdb_20401,c1c2c(n[nH]1)OCC2,4.90934,2.112,1.50813,3.4194,62.73,-0.2097,0.0231,0.2328,785.0717,0.111075,-378.73332,-378.727199,-378.726255,-378.763674,23.181
gdb_118266,CCCC(C)NCC#N,2.2708,0.74723,0.58987,4.2721,87.94,-0.2424,0.0247,0.2671,1927.1502,0.204149,-384.483461,-384.472242,-384.471298,-384.521123,39.475
gdb_101916,CCC(C1CN1)C(C)=O,1.84603,1.34779,0.93322,3.014,82.83,-0.2351,-0.0142,0.2209,1370.9722,0.192236,-404.344877,-404.334364,-404.33342,-404.381325,37.556
gdb_25562,c1cc([nH]c1)CCC=O,5.89963,0.69762,0.65178,1.4797,80.78,-0.2041,-0.0247,0.1794,1665.0363,0.147943,-401.996089,-401.987255,-401.986311,-402.031437,31.555
gdb_58778,CC(C)C12CCC1(C)O2,2.45805,1.4281,1.06501,1.7162,86.05,-0.2363,0.0849,0.3211,1254.0125,0.203656,-388.276394,-388.266482,-388.265538,-388.310696,37.948
gdb_63810,CC1(C)OC2C3OC2C13,3.39847,1.46563,1.4047,1.7335,73.75,-0.234,0.0645,0.2985,1008.5411,0.158283,-422.966494,-422.958791,-422.957847,-422.998174,31.167
gdb_72588,CC12CCC1(O)C(=O)N2,2.23754,1.60757,1.46038,3.2484,72.36,-0.239,0.0167,0.2556,1022.9997,0.146503,-439.098879,-439.089998,-439.089053,-439.132118,33.401
gdb_112493,CCC1OC(C#C)C1=O,2.37864,1.1912,0.96498,1.0793,76.11,-0.2514,-0.0392,0.2122,1286.9364,0.132575,-421.788363,-421.779019,-421.778075,-421.823282,33.428
gdb_6368,CC(C)OC(=O)CO,4.7194,1.04943,0.95805,3.1553,65.38,-0.2675,0.0072,0.2746,1259.0924,0.150967,-422.119421,-422.109898,-422.108954,-422.154209,33.229
gdb_49566,O=CC1C2NC2C11CN1,2.17766,1.76123,1.16905,2.9506,73.31,-0.2331,-0.025,0.2082,1060.6303,0.135885,-417.929582,-417.921636,-417.920692,-417.962752,29.86
gdb_109492,CNC1C(=O)COC1=O,2.19285,1.68615,0.99165,2.5296,65.85,-0.24,-0.0537,0.1863,1146.2223,0.123564,-475.060607,-475.052111,-475.051167,-475.094317,30.393
gdb_56480,OC(C#C)C(=O)NC=N,2.85445,1.10097,0.82299,5.0727,71.4,-0.2573,-0.0321,0.2251,1326.5993,0.110493,-453.925769,-453.916423,-453.915479,-453.960704,33.077
gdb_27254,Cc1c2c(c[nH]1)OCO2,3.23443,1.58427,1.08177,1.8087,72.81,-0.1905,0.0419,0.2325,1070.3921,0.125688,-437.895702,-437.887847,-437.886903,-437.928121,29.245
gdb_126655,CCCNc1cc[nH]n1,6.17791,0.6852,0.62918,1.3708,83.07,-0.189,0.0355,0.2245,1789.8326,0.172712,-399.350093,-399.340777,-399.339833,-399.385253,33.821
gdb_129497,c1c(nn(n1)C(=O)N)O,4.39962,1.16656,0.92207,2.5876,63.27,-0.2512,-0.0394,0.2118,1154.5812,0.090394,-486.103085,-486.095175,-486.094231,-486.136308,28.414
gdb_55594,CC(=O)NC(=O)OC=N,4.91942,0.77786,0.67448,2.8181,67.81,-0.2675,-0.0323,0.2352,1585.6569,0.110445,-491.152085,-491.142509,-491.141565,-491.188028,31.925
gdb_40864,C1CC2(C1)C1C3OC2C13,3.85455,1.46353,1.33935,1.7006,77.67,-0.2281,0.0785,0.3066,1010.3677,0.160293,-385.805654,-385.798677,-385.797732,-385.836955,28.753
gdb_39937,C1CC11N=COC2CC12,3.01818,1.65187,1.25921,1.8787,77.29,-0.2284,0.0272,0.2557,1017.6372,0.149444,-401.931532,-401.924318,-401.923374,-401.963207,29.16
gdb_48585,O=CC12CC(C1)C1CN21,3.20187,1.52639,1.32124,2.8494,75.65,-0.2456,-0.0291,0.2165,1000.403,0.149079,-401.897417,-401.890332,-401.889387,-401.929086,28.54
gdb_74279,CC1=CC(CCC1)(C)C,2.31445,1.30005,1.04278,0.31,96.05,-0.2264,0.0346,0.261,1338.1326,0.229072,-352.394828,-352.385003,-352.384059,-352.428585,38.905
gdb_79191,OC1C2C3C(CN23)C1O,2.90713,1.71112,1.37021,2.4088,69.18,-0.2374,0.043,0.2805,961.2236,0.149874,-439.034907,-439.027722,-439.026778,-439.066237,29.426
gdb_98899,COC(=O)C1CCOC1,3.62492,1.04124,0.93091,2.0652,71.91,-0.2525,0.0101,0.2626,1315.95,0.159779,-460.199393,-460.190322,-460.189378,-460.23483,31.761
gdb_53028,CC#CC12OC3C1CC23,4.09235,1.01583,0.908,2.011,83.73,-0.2288,0.0209,0.2496,1329.1859,0.134593,-384.572081,-384.56393,-384.562986,-384.606519,30.154
gdb_116795,CC#CCCN=COC,8.63404,0.42026,0.41381,2.9486,91.1,-0.2379,0.0193,0.2572,2641.511,0.167462,-403.12004,-403.108558,-403.107614,-403.159993,37.376
gdb_26724,c1c(c(c([nH]1)O)N)C=O,3.31226,1.21311,0.89136,4.6117,72.51,-0.1926,-0.0268,0.1658,1209.4257,0.11291,-453.981573,-453.972901,-453.971956,-454.014671,31.855
gdb_56901,CC(C#C)C1CC1(C)O,2.3007,1.16816,0.94028,1.7121,84.85,-0.2469,0.0543,0.3011,1355.072,0.178652,-387.045979,-387.035475,-387.03453,-387.081192,39.486
gdb_24484,c1ccc2c(c1)CC=C2,3.79201,1.58177,1.12387,0.667,89.7,-0.2124,-0.0178,0.1946,1046.2454,0.140078,-347.645969,-347.639578,-347.638633,-347.676434,26.763
gdb_28922,c1c(c(c(cn1)N)O)N,2.34934,1.84924,1.0408,2.4853,76.16,-0.2012,0.0054,0.2065,1086.381,0.127096,-434.124728,-434.1166,-434.115655,-434.157078,31.378
gdb_89848,OC1CC2(CN2)CC1O,2.88908,1.32638,1.1687,3.0869,74.09,-0.246,0.0645,0.3105,1128.5829,0.172556,-440.264464,-440.256171,-440.255227,-440.297249,33.172
gdb_70319,CC12CN3CC3CC1O2,3.00067,1.57704,1.30433,1.6505,78.1,-0.2176,0.0904,0.308,1048.6159,0.172251,-403.119283,-403.111452,-403.110508,-403.15108,31.492
gdb_46926,O=C1NCC2OC2CN1,3.38987,1.36952,1.05563,2.0817,67.97,-0.2441,0.0491,0.2933,1093.9752,0.13889,-455.160913,-455.153183,-455.152238,-455.193273,29.665
gdb_108162,OCC12CN=C3CC1N23,3.63152,1.49237,1.23923,2.4874,72.6,-0.2398,-0.0481,0.1918,1007.6963,0.136855,-417.896845,-417.889556,-417.888612,-417.928551,28.801
gdb_62092,CC(NCC=O)C(N)=O,3.67233,0.70098,0.65148,5.2172,73.93,-0.231,-0.0221,0.2089,1712.7909,0.15652,-456.37368,-456.362957,-456.362013,-456.410948,36.961
gdb_33743,N#CC12CC(O1)C1NC21,3.37464,1.58049,1.33192,5.6032,69.3,-0.2526,-0.0061,0.2465,944.9475,0.114311,-416.741563,-416.735018,-416.734074,-416.772421,26.471
gdb_47424,N=C1OCOC1C1CN1,2.91308,1.41925,1.09008,3.1823,69.24,-0.2471,0.0138,0.261,1109.8858,0.13779,-455.122102,-455.114242,-455.113298,-455.155195,28.893
gdb_75674,OC1C(=O)C2CC12C#N,2.89286,1.29857,1.13185,2.3985,68.57,-0.2569,-0.0489,0.208,1072.9624,0.099966,-436.679694,-436.671612,-436.670668,-436.712571,29.443
gdb_112256,CCC1CC(=O)C1CC,2.38586,1.09535,0.84023,2.7442,86.54,-0.2347,-0.0155,0.2193,1486.9501,0.204008,-388.313179,-388.302914,-388.30197,-388.348816,37.678
gdb_62278,CC1(C#N)C2C3CN1C23,3.28029,1.57822,1.35383,4.8627,75.52,-0.2498,0.0263,0.2761,975.3754,0.136543,-380.803264,-380.795795,-380.794851,-380.834886,29.484
gdb_32875,Cc1c[nH]c(n1)COC,6.19381,0.79756,0.71761,2.8922,80.25,-0.2056,0.0416,0.2472,1602.5377,0.159261,-419.244779,-419.235232,-419.234288,-419.280422,33.421
gdb_19401,CC1C2OC2C11CN1,3.10089,2.16162,1.61975,1.9261,67.66,-0.2418,0.0748,0.3166,844.032,0.142059,-363.79021,-363.783005,-363.78206,-363.821364,27.936
gdb_22255,CC(C)C(=NO)C(C)C,2.06848,1.17727,0.97893,0.4357,88.19,-0.2409,0.0161,0.257,1413.1686,0.214318,-405.523969,-405.512574,-405.51163,-405.559846,42.231
gdb_118017,COCC(C)C(O)C#N,3.45232,0.80705,0.68601,3.7373,76.82,-0.265,0.0092,0.2742,1631.5576,0.168035,-440.283115,-440.272261,-440.271317,-440.319634,37.685
gdb_65284,CC1(CC11COC1)C#C,2.59827,1.33007,1.09012,1.7359,82.25,-0.2419,0.0449,0.2868,1180.0081,0.157046,-385.820287,-385.811135,-385.810191,-385.854018,34.422
gdb_88630,OC1CC1C1C2CCC12,3.63078,1.0232,0.95429,1.192,83.13,-0.2407,0.0821,0.3228,1325.4195,0.183165,-387.034752,-387.02628,-387.025335,-387.068462,33.196
gdb_128924,c1nnn(n1)CCC#N,7.16722,0.77117,0.73038,2.0566,68.09,-0.3052,-0.0437,0.2615,1443.5095,0.102935,-429.045362,-429.037598,-429.036654,-429.079331,26.438
gdb_20859,CCc1nc(on1)N,5.17899,1.37829,1.15962,2.6907,63.52,-0.2407,0.0103,0.251,1025.9978,0.119851,-396.002788,-395.99514,-395.994196,-396.034995,27.871
gdb_116261,COC1OCCC1C#N,2.17395,1.55036,1.03097,3.8232,72.45,-0.2764,0.0325,0.3089,1175.5777,0.148101,-439.101711,-439.092761,-439.091817,-439.136062,31.55
gdb_97809,COC1CC1C#CCO,2.577,0.8959,0.71217,1.7146,82.51,-0.2303,0.0296,0.26,1598.9297,0.156875,-422.960897,-422.950613,-422.949669,-422.998059,35.74
gdb_64360,CC1(O)CCOC1(C)C,1.86531,1.76985,1.47201,1.9805,80.38,-0.241,0.0661,0.3072,1098.176,0.203962,-425.443336,-425.433357,-425.432413,-425.477074,39.074
gdb_57184,CC(=O)C(O)C(C)(C)O,2.24449,1.3509,1.09257,2.7185,75.1,-0.2607,-0.023,0.2378,1223.106,0.177679,-461.391823,-461.380879,-461.379935,-461.42749,40.329
gdb_112521,CCC1OC(C#N)C1N,2.26557,1.24059,1.09864,3.2939,75.54,-0.2569,0.0006,0.2575,1232.0299,0.159049,-419.199079,-419.189555,-419.188611,-419.233918,34.464
gdb_99122,CC1CC1NC(=O)CO,3.62747,0.8637,0.80089,4.1229,76.36,-0.2513,0.0182,0.2695,1498.9655,0.169582,-440.301978,-440.29195,-440.291006,-440.338098,35.942
gdb_59406,CC(O)C1OC1(C)C#C,2.95774,0.94956,0.93818,1.0937,79.1,-0.2569,0.0258,0.2828,1382.5025,0.154511,-422.972702,-422.962257,-422.961313,-423.008253,38.001
gdb_2714,COCCOC=O,4.51416,1.57202,1.24478,4.5915,55.47,-0.2703,0.015,0.2853,942.0323,0.123175,-382.798099,-382.790034,-382.78909,-382.831299,26.58
gdb_40316,C1CC1C1(CO1)C1CN1,2.97477,1.33542,1.08221,2.0764,77.86,-0.2425,0.0766,0.3191,1176.3888,0.171263,-403.08239,-403.073838,-403.072894,-403.116042,32.582
gdb_91447,CC1CC2CC1(C)C2=O,2.34835,1.67718,1.30261,2.8745,81.96,-0.2278,0.0013,0.2291,1083.9093,0.182933,-387.109887,-387.101247,-387.100302,-387.142595,33.852
gdb_114817,COC1CC2CCC12C,2.5418,1.29254,1.13633,0.9569,86.03,-0.2412,0.0813,0.3225,1247.4117,0.205162,-388.262523,-388.253123,-388.252179,-388.296586,35.843
gdb_118299,COCC(C)COC=O,6.05767,0.56232,0.53574,4.7216,78.09,-0.2654,0.0083,0.2737,2037.0028,0.179206,-461.375149,-461.364128,-461.363183,-461.413111,37.095
gdb_117640,CC[NH2+]C(C)(C)C([O-])=O,2.58341,1.0322,0.89887,5.0589,78.69,-0.2432,0.024,0.2672,1423.0123,0.192611,-441.525813,-441.515271,-441.514326,-441.561318,38.757
gdb_98165,CNC(=O)C(C)(O)C#C,2.3819,1.14176,1.12191,3.1201,75.79,-0.242,0.013,0.2549,1248.2562,0.143686,-439.081586,-439.070819,-439.069874,-439.117635,38.125
gdb_121735,CCCCC(=O)NCC,4.48857,0.53623,0.52929,3.3092,88.72,-0.2397,0.0377,0.2775,2266.9676,0.21574,-405.600512,-405.588884,-405.58794,-405.640029,40.264
gdb_61251,CN1CC1C(N)CC#N,3.45574,0.84628,0.77796,4.2814,80.43,-0.2413,0.0357,0.277,1508.6197,0.1703,-399.300464,-399.290452,-399.289508,-399.335906,36.097
gdb_74234,CC1=C[C-](C#N)C(=[NH2+])N1,3.14375,1.21368,0.88214,6.291,81.62,-0.1973,0.0108,0.2081,1266.024,0.125805,-396.995713,-396.986903,-396.985959,-397.029083,32.32
gdb_115777,COC1COC1CC=O,3.24325,0.89591,0.74754,4.6747,73.55,-0.2423,-0.0182,0.2241,1513.758,0.156458,-460.134935,-460.125111,-460.124166,-460.171507,33.381
gdb_115844,CCC1CCC2C(O)C12,2.64428,1.22626,1.08822,1.2815,84.79,-0.2413,0.0652,0.3066,1268.6192,0.207202,-388.292569,-388.28349,-388.282546,-388.326101,35.483
gdb_102103,CCC(C=O)C1CN1C,2.25909,1.15212,0.863,2.5915,83.43,-0.2298,-0.0238,0.206,1428.698,0.191411,-404.326198,-404.315619,-404.314674,-404.362748,37.476
gdb_92831,CC1CC=C2COC12C,2.23929,1.66904,1.53395,1.3167,83.65,-0.2334,0.0075,0.2408,1045.2124,0.182336,-387.068214,-387.059626,-387.058682,-387.100761,33.87
gdb_8949,CCC(C)C(O)CC,3.68315,1.05967,0.87925,1.3573,81.97,-0.2603,0.0736,0.3339,1420.1394,0.221044,-351.419173,-351.408367,-351.407423,-351.45485,39.25
gdb_111440,COC1C2NC2C2OC12,3.00386,1.55103,1.22974,3.3587,71.19,-0.2352,0.0569,0.2922,1048.8077,0.148038,-439.014554,-439.006789,-439.005845,-439.047141,29.622
gdb_101884,OCC(O)CNCC#N,6.04201,0.55265,0.52336,2.8638,73.97,-0.2653,0.0087,0.274,2008.4401,0.158513,-456.333373,-456.323155,-456.322211,-456.369727,35.818
gdb_119813,CCOC1=NCC(=N)N1,5.75815,0.83125,0.73638,3.5681,76.88,-0.2247,0.0175,0.2422,1534.7805,0.148167,-435.301957,-435.292914,-435.29197,-435.336592,32.48
gdb_61153,OC(CC#N)C(=O)C#C,2.75704,1.04377,0.79187,5.2405,70.26,-0.2941,-0.0943,0.1998,1341.3058,0.097741,-436.670932,-436.661637,-436.660693,-436.705959,32.361
gdb_91645,CC1(C)C2CC(O)C1O2,2.4687,1.65277,1.34308,1.7094,77.45,-0.2437,0.0666,0.3103,1060.6402,0.18236,-424.204599,-424.195939,-424.194995,-424.237038,34.669
gdb_31565,COc1cc(c(o1)N)N,3.37277,1.15947,0.87341,1.8419,74.01,-0.1709,0.0498,0.2207,1296.339,0.136064,-455.152387,-455.143144,-455.1422,-455.186755,33.861
gdb_16000,OCC1OCC11CO1,3.9232,1.49963,1.22216,2.34,60.68,-0.2564,0.0532,0.3095,979.1549,0.129531,-420.820642,-420.812944,-420.812,-420.853119,27.962
gdb_10699,CC(O)C1(CC1)C=O,2.48165,1.93747,1.54461,3.1497,68.66,-0.2561,-0.0291,0.227,929.3235,0.1521,-384.944222,-384.935707,-384.934763,-384.976802,31.878
gdb_41329,C1OC23COC(C=C2)C13,3.00291,1.92943,1.74328,1.1925,70.95,-0.2363,-0.0058,0.2305,849.0233,0.138571,-421.743752,-421.737651,-421.736706,-421.773776,26.338
gdb_76467,CC1C(O)C11C2CN1C2,2.83999,1.45852,1.19218,1.6524,79.86,-0.2344,0.0564,0.2908,1111.7062,0.170603,-403.039067,-403.030535,-403.029591,-403.071958,32.974
gdb_64709,CC1(CC#C)CN2CC12,3.69885,1.09011,1.01902,1.533,83.74,-0.2339,0.0464,0.2803,1242.9843,0.169666,-365.932863,-365.92395,-365.923006,-365.966154,34.656
gdb_89402,CC12CC(O)C(O)C1N2,2.82755,1.41377,1.10177,1.8496,73.96,-0.237,0.0504,0.2874,1145.5081,0.171606,-440.269505,-440.260616,-440.259672,-440.303005,34.181
gdb_51337,O=CNC1C2C3OC1C23,4.61787,1.09575,1.03234,3.0943,69.55,-0.2427,0.0264,0.2691,1148.3678,0.125251,-437.83877,-437.831593,-437.830649,-437.871194,27.416
gdb_25573,c1coc(n1)NCC=O,4.41002,0.97914,0.8328,3.8843,68.29,-0.2142,-0.0231,0.1911,1304.7489,0.112647,-453.97519,-453.96702,-453.966076,-454.009227,28.899
gdb_2009,O=CC12CC(C1)C2,5.74265,2.08374,2.02612,2.74,62.46,-0.2461,-0.0278,0.2183,691.0499,0.125734,-308.475489,-308.469386,-308.468442,-308.505736,22.871
gdb_75372,CC1=CCC2CCC2C1,2.64021,1.42918,1.18658,0.3074,90.42,-0.2255,0.0319,0.2574,1184.4888,0.207804,-351.17098,-351.162418,-351.161473,-351.204491,33.746
gdb_30864,Cc1cc([nH]c1OC)N,2.58412,1.27751,0.90587,2.2083,80.84,-0.1725,0.0578,0.2303,1313.1994,0.158672,-419.229203,-419.219159,-419.218215,-419.264385,35.866
gdb_76814,CC1C(O)C2N3CC12C3,2.80118,1.56874,1.31551,3.3056,80.44,-0.2038,0.0454,0.2492,1050.5959,0.170734,-402.985694,-402.97753,-402.976585,-403.017852,32.628
gdb_29715,Cn1c(cc(c1O)O)O,2.52011,1.54841,0.96715,1.6204,68.03,-0.1564,0.0627,0.2191,1149.7273,0.122234,-475.035535,-475.025657,-475.024713,-475.070321,34.941
gdb_8259,O=CCC1CC(=O)O1,6.89136,1.01656,0.93505,2.8303,58.93,-0.2641,-0.0389,0.2252,1158.1171,0.105639,-419.711031,-419.703418,-419.702474,-419.744256,26.218
gdb_44267,O=C1OC2C1CCC2=O,3.26253,1.45603,1.19467,3.3877,64.55,-0.26,-0.0506,0.2094,1007.4457,0.113706,-457.81522,-457.808105,-457.807161,-457.847222,26.772
gdb_59087,CC(O)C1C(C)C1C=O,1.8043,1.39939,1.05773,3.0222,80.33,-0.2384,-0.0169,0.2215,1279.9133,0.180217,-424.223042,-424.212819,-424.211874,-424.258863,37.357
gdb_54288,NC(=O)C1(CC#N)CO1,2.20232,1.44116,1.13537,4.9175,65.24,-0.2651,-0.0028,0.2623,1104.6759,0.111657,-453.970583,-453.961761,-453.960817,-454.004812,31.669
gdb_20327,C#CCc1nnon1,5.97085,1.32906,1.2141,2.4383,57.12,-0.2857,-0.076,0.2096,933.882,0.07066,-393.487631,-393.480808,-393.479863,-393.519619,23.834
gdb_3611,C1C2C3C=CC1C23,4.66484,3.79355,2.9092,0.4223,63.88,-0.2181,0.0198,0.2379,543.2178,0.128063,-271.350701,-271.345847,-271.344903,-271.378832,20.775
gdb_96838,CN=C1CC(C)C(=O)O1,3.39224,1.13643,0.88097,2.3974,76.21,-0.261,-0.0089,0.2521,1321.6751,0.146879,-439.149125,-439.140043,-439.139098,-439.183598,32.441
gdb_108156,CNC12CN=C3OC1C23,3.40082,1.46006,1.23209,4.3394,74.0,-0.2135,-0.0442,0.1693,1032.9966,0.134156,-417.850564,-417.842558,-417.841614,-417.882986,30.823
gdb_57069,NC(C#N)C1NCC1O,2.52139,1.27208,0.95905,4.0555,72.54,-0.2467,0.0261,0.2727,1234.0365,0.148564,-435.23663,-435.227429,-435.226484,-435.270962,33.688
gdb_43418,O=C1C=CNCC2OC12,2.34127,1.91881,1.13625,6.3568,73.27,-0.2251,-0.0413,0.1838,1026.4869,0.126315,-437.882243,-437.874838,-437.873894,-437.914222,28.508
gdb_55143,NC(=O)N1CC2CC1C2,3.50559,1.32761,1.14402,3.6294,76.15,-0.2256,0.0603,0.2858,1109.2541,0.162542,-419.22966,-419.222021,-419.221077,-419.261996,30.494
gdb_92236,OC1CC2OC3CC3C12,2.75231,1.75128,1.36562,1.6904,73.37,-0.2245,0.0658,0.2903,983.5788,0.160697,-422.992278,-422.984862,-422.983918,-423.023904,30.215
